additives_tags,brands,carbohydrates_100g,categories,countries,ecoscore_grade,energy_100g,fat_100g,fiber_100g,ingredients_text,labels,manufacturing_places,nutriscore_grade,origins,packaging,packaging_tags,product_name,proteins_100g,salt_100g,saturated-fat_100g,stores,sugars_100g
[],Naturis,,"Bebidas, Águas, Águas de nascente, Água Mineral, Águas minerais naturais","Portugal,Spanien",not-applicable,,,,,"FSC, FSC Misto, Ponto Verde, Ecoponto Amarelo",,a,Portugal,,[],Agua de Nascente,,,,lidl,
[],Solevita,11.6,"Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje owocowe, Soki i nektary, Soki owocowe, Soki wieloowocowe, Świeżo wyciskane soki","Francja,Polska",e,212.0,0.1,0.2,"72% sok jabłkowy, 7% przecier z brzoskwiń, 5% przecier bananowy, 5% sok z marakui, 4,5% sok ananasowy, 3,5% przecier z mango, 1% sok grejfrutowy, 1% sok pomarańczowy, 1% przecier z moreli, witamina C.",en:Green Dot,,d,,"en:Bottle,en:Butelka,en:Plastikowe","['en:bottle', 'en:butelka', 'en:plastikowe']",Jus multifruits,0.1,0.0,0.1,Lidl,10.7
"['en:e290', 'en:e300', 'en:e330', 'en:e331']",Freeway,9.1,"Bebidas, Bebidas carbonatadas, Sodas, Bebidas no alcohólicas, Limonadas, Bebidas azucaradas","Francia,España,Suiza",not-applicable,159.0,0.1,,"agua, azúcar, anhídrido carbonico, acidulante: ácido cítrico; aroma natural de lima-limón con otros aromas naturales, corrector de acidez: citratos de sodio; antioxidante: ácido ascórbico",,Alemania,e,,"Lata, Lata de bebida","['en:can', 'en:drink-can']",Lemon,0.1,0.03,0.1,Lidl,9.1
[],Milbona,1.6,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de soja, Bebidas no azucaradas, Bebidas de soja natural sin azúcar",España,a,166.0,2.0,0.5,"agua y 14,5% habas de _soja_ ecológicas,","Low or no sugar, No gluten, Organic, Vegetarian, EU Organic, Vegan, ES-ECO-016-CL, European Vegetarian Union, European Vegetarian Union Vegan, FSC, Green Dot, No added sugar, No lactose, en:fsc-mix",España,a,Agricultura UE,"Tetra Brik, UHT","['en:composite-material', 'en:tetra-pak', 'en:tetra-brik', 'es:uht']",Bebida de Soja 0% Azúcares Añadidos,3.6,0.05,0.3,Lidl,0.8
[],GutBio,9.1,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena",España,b,205.0,0.9,,"agua, avena 10%, aceite de girasol, alga marina calcárea, sal.","Organic, Vegetarian, EU Organic, Vegan, Calcium source, ES-ECO-020-CV, FSC, No added sugar, No lactose, en:fsc-mix","[DISTRIBUIDOR],Reus,Tarragona (provincia),Cataluña,España",b,Agricultura UE,"Tetra Brik, Ultrapasteurizado","['es:tetra-brik', 'es:ultrapasteurizado']",Bebida de avena,1.0,0.1,0.1,Aldi,4.6
[],Fruima,10.0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus",France,c,201.0,0.5,0.5,"jus d'orange, vitamine C.","Peu ou pas de sucre, Sans sucre ajouté, Nutriscore, Nutriscore C, Pur jus",,e,"Madrid,Espagne","Plastique, Bouteille","['en:plastic', 'en:bottle']",Orange 100% pur jus,0.5,0.01,0.0,"Lidl,Aldi",10.0
[],Pur Fruit,11.0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'ananas, Jus de fruits pur jus, Jus d'ananas pur jus",France,e,203.0,0.5,0.0,"Jus d'ananas, vitamine C.",,,e,,,[],100% pur jus ananas,0.5,0.01,0.1,,11.0
[],Schweppes,7.0,"Boissons, Boissons gazeuses, Sodas, Boissons avec sucre ajouté",France,not-applicable,117.0,0.0,0.0,"Eau gazéifiée, sucre, arôme naturel de menthe avec autres arômes naturels.",,,d,,"Plastique, Bouteille, Bouchon en plastique, Bouteille en plastique","['en:plastic', 'en:bottle', 'fr:bouchon-en-plastique', 'fr:bouteille-en-plastique']",Ricqles saveur menthe,0.0,0.0,0.0,Magasins U,7.0
"['en:e330', 'en:e950', 'en:e955']","Schweppes,Orangina Schweppes",5.8,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Eau tonique, Boissons avec sucre ajouté","Belgien, Frankreich, Schweiz, Germany",not-applicable,105.0,0.0,0.0,"Eau gazéifiée, sucre, acidifiant ( acide citrique),  arômes naturels, arômes ( quinine, édulcorants : acésulfame K et sucralose).","Point Vert, Avec édulcorants, Triman",,d,,"Plastic,PET - Polyethyleentereftalaat,Fles,fr:Bouteille et bouchon plastique à recycler","['en:plastic', 'en:pet-polyethylene-terephthalate', 'en:bottle', 'fr:bouteille-et-bouchon-plastique-a-recycler']",Tonic Indian,0.0,0.0,0.0,"Franprix,Magasins U,carrefour.fr",5.8
"['en:e160c', 'en:e296', 'en:e300', 'en:e330', 'en:e414']","oasis,Oasis tropical",8.3,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons avec sucre ajouté","Belgique,France,Suisse",c,142.0,0.0,0.0,"Eau de source 80 %, jus de fruits à base de concentrés 12 % (orange 6,4 %, pomme de 5,5 %, fruit de la passion 0,1 %, mangue 0,07 %), sucre 7%, acidifiants : acide citrique et acide malique, arômes, stabilisant : gomme d'acacia, antioxydant : acide ascorbique, colorant : extrait de paprika.",Sans conservateurs,,e,,"Plastique, Bouteille, Bouteille plastique","['en:plastic', 'en:bottle', 'fr:bouteille-plastique']",oasis,0.1,0.0,0.0,Casino,8.2
"['en:e500', 'en:e500ii']",La Baleine,0.0,"Boissons, Produits de la mer, Additifs alimentaires, Anti-agglomérants, Bicarbonates de sodium, Bicarbonate",France,d,0.0,0.0,0.0,Bicarbonate de sodium.,"Bio, Point Vert",,not-applicable,,Cylindre plastique à distributeur multi doses,['fr:cylindre-plastique-a-distributeur-multi-doses'],Bicarbonate alimentaire,0.0,0.0,0.0,"Super U,Magasins U,Leclerc",0.0
"['en:e120', 'en:e202']","Orangina,Orangina rouge",10.3,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Sodas, Sodas aux fruits, Sodas à l'orange, Boissons avec sucre ajouté",France,not-applicable,180.0,0.0,0.0,"Eau gazéifiée, jus d'orange sanguine et autres agrumes à base de concentrés 12% (orange sanguine 6%, orange, citron, pamplemousse, mandarine), sucre, pulpes d'orange et de pamplemousse 2%, arômes, conservateur : sorbate de potassium, colorant : carmins, acide carminique.",,,unknown,,"Plastique, Bouteille, Bouchon en plastique, Bouteille en plastique, Bouteille et bouchon à recycler, Pensez au tri!, Point vert, Triman","['en:plastic', 'en:bottle', 'fr:bouchon-en-plastique', 'fr:bouteille-en-plastique', 'fr:bouteille-et-bouchon-a-recycler', 'fr:pensez-au-tri', 'fr:point-vert', 'fr:triman']",Orangina rouge,0.1,,0.0,"Franprix,Magasins U, carrefour.fr",9.9
"['en:e202', 'en:e242', 'en:e330']",Luchon,3.3,"Beverages, Alcoholic beverages, Wines, Waters, Wines from France, Flavored waters, Sweetened beverages, fr:Coteaux des Baronnies, en:mineral-waters",France,not-applicable,60.0,0.3,0.5,"Eau minérale naturelle de Luchon (95%) Sucre, Acide citrique, Arômes naturels, Acidifiant : E330 Conservateurs : E202 E242",,,not-applicable,,,[],Luchon,0.3,0.01,0.1,Intermarché,3.2
[],Paquito,11.0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus",France,e,198.0,0.5,0.5,"Jus de pomme, jus d'orange, purée de pêche, jus d'ananas, purée de banane, purée de mangue, jus de fruit de la passion, purée de kiwi.","Nutriscore, Nutriscore C",,c,,"Tetra Pak, Brique","['en:composite-material', 'en:tetra-pak', 'en:brick']",100% pur jus - jus multifruits,0.5,0.01,0.1,Intermarché,11.0
[],Cristaline,,"Beverages, Waters, Spring waters, Unsweetened beverages, en:mineral-waters","France,Allemagne",not-applicable,,,,"Eau de source,",Sans nitrate,France,a,"France,Pays de la Loire,Ardenay-sur-Merize,Sarthe","Bouchon de bouteille plastique,Bouteille plastique","['fr:bouchon-de-bouteille-plastique', 'fr:bouteille-plastique']",Cristaline Eau de source,,0.00112,,"Cora,carrefour.fr",
['en:e330'],Moulin de Valdonne,83.0,"Boissons, Sirops, Boissons avec sucre ajouté",France,unknown,1435.0,0.0,0.0,"Sucre, eau, sirop de glucose-fructose, jus de fruits à base de concentrés 15 % (fruits rouges 11 % : fraise, sureau, groseille, cassis, framboise, mûre, citron), acidifiant : acide citrique, arômes.","Sans conservateurs, Sans colorants","France,Isère",e,,"Glass,Bottle,fr:Bouteille en verre","['en:glass', 'en:bottle', 'fr:bouteille-en-verre']",Cocktail de fruits rouges,0.0,0.0,0.0,Leclerc,80.0
[],Danival,0.392,"Plant-based foods and beverages, Beverages, Plant-based foods, Legumes and their products, Dried products, Dried products to be rehydrated, Broths, Dehydrated broths, Misos, Groceries, en:vegetable-bouillon-cubes","Belgique, France",c,31.0,0.6,0.07,"Sel marin, huiles végétales (beurre de karité, huile de tournesol), Miso orge français (22,4%) (soja français, orge (gluten), sel marin non raffiné, eau, enzyme (Aspergillus oryzae)), farine de riz, carottes, épices (coriandre, poivre, macis), persil,","Bio, Bio européen, Agriculture non UE, Soja Français, CH-BIO-004, Agriculture UE, Agriculture UE/Non UE, AB Agriculture Biologique",France,unknown,,"Cube, Etui en carton","['fr:cube', 'fr:etui-en-carton']",Miso Cube Original,0.054,0.8025,0.23,,0.064
[],Candia,7.0,"Boissons, Produits laitiers, Boissons lactées, Laits aromatisés, Laits aromatisés au chocolat, Boissons avec sucre ajouté",France,d,208.0,0.8,0.6,"Produits laitiers : 93% (_lait_ partiellement écrémé, perméat de _lait_ reconstitué), sucre, cacao 1,4%, vitamine D.","Sans conservateurs, Sans colorants, Nutriscore, Nutriscore B","france,Candia",b,,"Brique,Carton","['en:brick', 'en:cardboard']",Candy'Up Goût Chocolat,3.2,0.09,0.5,"FRANPRIX,carrefour,systeme u",6.6
"['en:e160c', 'en:e161b', 'en:e330', 'en:e414', 'en:e445']",Carrefour,79.0,"Boissons, Sirops, Sirops aromatisés, Sirops de pêche, Boissons avec sucre ajouté, en:Boissons, en:Boissons avec sucre ajouté, en:Sirops, en:Sirops aromatisés, en:Sirops de pêche",France,a,1365.0,0.0,0.0,"Sucre, jus de fruits à base de concentré 50% (pêche 40%, citron), sirop de glucose-fructose, acidifiant: acide citrique, arôme, colorants: extrait de paprika et lutéine, stabilisants: gomme arabique et esters glycériques de résines de bois.","Sans conservateurs, Nutriscore, en:Fabriqué en France",,unknown,France,"Métal,Recyclable Metals,Aluminium,Bouteille,Bidon","['en:metal', 'en:recyclable-metals', 'en:aluminium', 'en:bidon', 'en:bouteille']",Sirop-pêche,0.0,0.0,0.0,"Carrefour,carrefour.fr",76.0
[],Carrefour,4.9,"Boissons, Produits laitiers, Produits fermentés, Produits laitiers fermentés, Boissons lactées, Frais, Laits, Boissons fermentées, Boissons lactées fermentées",France,c,180.0,1.1,0.5,Lait fermenté.,"Labels de distributeurs, Source de calcium, Qualité Carrefour, Lait Français, Point Vert, Fabriqué en France, Nutriscore, Nutriscore A, Eco-Emballages","Les Maîtres Laitiers du Cotentin (MLC) - 8 Route de Valognes - 50260 Sottevast,Manche,Basse-Normandie,France",a,,"Plastic,Bottle cap,Brick,Cardboard,Fresh,Wine cork,Elopak,fr:Brique et bouchon à recycler,fr:FSC Mixte,fr:Point vert,fr:Triman","['en:lid-or-cap', 'en:plastic', 'en:bottle-cap', 'en:elopak', 'en:cardboard', 'en:wine-cork', 'en:brick', 'en:fresh', 'fr:brique-et-bouchon-a-recycler', 'fr:fsc-mixte', 'fr:point-vert', 'fr:triman']",Lait fermenté Leben,3.3,0.11,0.7,"Carrefour market,Banque alimentaire,Carrefour,carrefour.fr",4.5
[],Carrefour,,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, Herbal teas in tea bags, en:chamomile","France,Italy,Spain",b,,,,Camomille 100%.,,,unknown,,,[],infusion camomille,,,,"Carrefour,carrefour.fr",
"['en:e300', 'en:e330', 'en:e331']",marque repère,5.4,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Boissons au thé, Thés glacés, Thés glacés saveur pêche, Boissons avec sucre ajouté","France,Suisse",b,105.0,0.5,0.5,"Eau, sucre, jus de pêche à base de concentré 0,5 %, acidifiant : acide citrique, extraits de thé 1,4 g/L, correcteur d'acidité : E331, arômes naturels, antioxydant : acide ascorbique.","Arômes naturels, Sans colorants, Nutriscore, Nutriscore D, Rainforest Alliance, Triman",,d,,"Plastique, Matériau recyclé, Plastique recyclé","['en:plastic', 'en:recycled-material', 'en:recycled-plastic']",Fresh Tea,0.5,0.01,0.1,Leclerc,5.4
[],"Jafaden,Marque Repère",10.0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans alcool, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus",France,e,170.0,0.5,0.5,"Jus de pomme, jus d'orange, purée de mangue, purée de banane, jus de fruit de la passion, purée d'abricot, jus d'ananas, jus de citron.","Peu ou pas de sucre, Sans sucre ajouté, Triman",,c,,"Brique,Carton,Brique en carton","['en:cardboard', 'en:brick', 'fr:brique-en-carton']",100% pur jus multifruits,0.5,0.0,0.1,Leclerc,10.0
[],"Bio Village,Marque Repère",12.0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans alcool, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus",France,d,201.0,0.5,0.5,"Jus de pomme**, jus de raisin** purée de mangue** jus d'orange**, purée de banane** jus de fruits de la passion**, jus d'ananas**, purée de goyave**. **Ingrédients issus de l'agriculture biologique","Bio, Bio européen, Agriculture non UE, DE-ÖKO-007, Agriculture UE, Agriculture UE/Non UE, Fabriqué en Allemagne, Sans sucre ajouté, Nutriscore, Nutriscore C, AB Agriculture Biologique",,e,,Film en plastique,['fr:film-en-plastique'],100 % pur jus Multifruits,0.5,0.01,0.1,Leclerc,12.0
[],"Bio Village,Marque Repère",7.6,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus",France,d,138.0,0.5,0.5,"Jus d'orange** 60%, jus de carotte** 38,4%, jus de citron** 1,6%. ** Ingrédients issus de l'agriculture biologique.","Bio, Bio européen, Agriculture non UE, Agriculture UE, Agriculture UE/Non UE, Sans sucre ajouté, Nutriscore, Nutriscore B, AB Agriculture Biologique",,b,,Brick,['en:brick'],Pur jus orange carotte citron,0.6,0.02,0.1,Leclerc,7.6
[],Alter Eco,0.0,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Boissons à base de végétaux, Infusions, Boissons sans sucre ajouté, Rooibos",France,b,4.0,0.0,0.0,100% rooibos issu de l'agriculture biologique. Rooibos récolté en Afrique du Sud et conditionné au Royaume-Uni,"Commerce équitable, Bio, Bio européen, Fairtrade International, Produit compensé carbone, Empreinte carbone, FR-BIO-01, en:FSC, FSC Mix, GB-ORG-05, Max Havelaar, AB Agriculture Biologique, FSC C106091, Empreinte carbone, Empreinte carbone, Empreinte carbone, Empreinte carbone, Empreinte carbone, Empreinte carbone, Empreinte carbone, Empreinte carbone",Royaume-Uni,c,"Afrique du Sud,Plateau de Bokkeveld","Plastique, Sachet, Boîte, Carton, Boîte en carton, Emballage carton","['en:plastic', 'en:bag', 'en:box', 'en:cardboard', 'fr:boite-en-carton', 'fr:emballage-carton']",Rooibos (Doux et sans Théine),0.1,0.0,0.0,"Hyper U,Intermarché,Magasins U, carrefour.fr",0.2
[],"Jardin bio,Léa nature",,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions, Infusions de thym",France,a,,,,Thym (Thymus vulgaris) issu de l'agriculture biologique. 100% du total des ingrédients d'origine agricole sont conformes aux standards du commerce équitable. 100% Origine France.,"Commerce équitable, Bio, Ecocert, Bio européen, FR-BIO-01, Fabriqué en France, AB Agriculture Biologique",,unknown,Thym français récolté a moins de 100km de l'usine,"fr:Conteneur, fr:Film en plastique, fr:Etui en carton","['fr:conteneur', 'fr:etui-en-carton', 'fr:film-en-plastique']",Infusion Thym doux et fleuri,,,,carrefour.fr,
"['de:gärungskohlensäure', 'en:e290']",Jever,2.1,"Getränke, Alkoholfreie Getränke, Alkoholfreie Biere","Frankreich,Deutschland,Schweiz",c,55.0,0.0,0.0,"Wasser, Gerstenmalz, Hopfen, Gärungskohlensäure","Vegetarian, Vegan, en:european-vegetarian-union",Jever,c,,Flasche,['en:bottle'],Jever fun,0.0,0.02,0.0,,0.0
[],Müller,11.1,"Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Buttermilks,Flavoured buttermilks","France,Germany",unknown,260.0,0.5,,"Buttermilch, Fruchtsaft aus Fruchtsaftkonzentrat (5,7 % Orange, 0,4 % Zitrone, 0,3 % Ananas, 0,2% Maracuja), Zucker, 1,7 % Apfelsaftkonzentrat, Fruchtpüree (0,5% Aprikose, 0,2 % Banane), Stärke, färbende Pflanzenkonzentrate (Karotte, Kurkuma), 0,1 % Mangopüree, natürliches Aroma, Laktase, Vitamin E, Niacin, Vitamin B6, Vitamin B12, Biotin.",,,e,,,,Fruchtbuttermilch - Multivitamin,2.5,0.13,0.3,,10.4
[],"Bärenmarke, Bärenmarke",4.8,Getränke,"China,Deutschland,en:germany",unknown,278.0,3.8,,pasteurisierte und homogenisierte Vollmilch,"Gentechnikfrei, Ohne Gentechnik, FSC, FSC Mix",Thalfang,e,Deutschland,"Tetra Pak, Getränkekarton","['en:tetra-pak', 'de:getränkekarton']","Frische Milch 3,8% Fett",3.3,0.13,2.5,"Lidl,Aldi Nord,REWE",4.8
[],"Berchtesgadener Land, Berchtesgardener Land",5.0,"Beverages, en:whole-milks",Germany,c,275.0,3.6,0.0,pasteurisierte Vollmilch,"Gentechnikfrei, Ohne Gentechnik, FSC, FSC Mix, en:Fsc-c014047



",Piding Bayern,b,Bayern,"Tetra Pak, Pappe, Faltkarton, Kartonage, Tetra Brik","['en:tetra-pak', 'en:cardboard', 'de:faltkarton', 'de:kartonage', 'de:tetra-brik']",Vollmilch,3.3,0.11,2.4,"Edeka,Norma,Rewe",5.0
[],Quellbrunn,0.0,"Getränke, Kohlensäurehaltige Getränke, Wasser, Quellwasser, Mineralwasser, Selterswasser, Natürliches Mineralwasser",Allemagne,not-applicable,0.0,,,Natürliches Mineralwasser mit Kohlensäure versetzt,"DLG, DLG Goldener Preis",,a,de:Altmühltaler Quelle,"Plastique,de:Einwegpfand","['en:plastic', 'de:einwegpfand']",Mineralwasser Classic,,0.011475,,aldi,0.0
[],True Fruits,12.4,"Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Getränke, Smoothies",Deutschland,c,218.0,0.0,0.7,"49 % Apfelsaft, 22% Guanábanapüree, 17 % Bananenpüree, 12% pinkes Drachenfruchtpüree","Vegetarisch, Vegan",,e,,Glas,['en:glass'],Smoothie - Triple Pink,0.5,0.1,0.0,REWE,10.7
"['en:e160', 'en:e163', 'en:e202', 'en:e223', 'en:e300', 'en:e330', 'en:e331', 'en:e950', 'en:e955']",Robinsons,1.6,"Boissons, Boissons édulcorées",France,unknown,46.0,0.0,,"Water, Peach Juice from Concentrate (10%), Acids (Citric Acid, Malic Avis), Refined Barley Flour (1%), Acidity Regulator (Sodium Citrate), Sweeteners (Acesulfame K, Sucralose), Natural Flavouring, Preservatives (Potassium Sorbate, Sodium Metabisulphite), Natural Colours (Anthocyanins, Carotenes), Antioxidant (Ascorbic Acid).",Sans sucre ajouté,,c,,en:pet-bottle,['en:pet-bottle'],Robinsons Real Fruit & Barley - Peach,0.0,0.13,0.0,,0.8
"['en:e322', 'en:e410', 'en:e418']",tesco,1.1,"Plant-based foods and beverages, Beverages, Plant-based foods, Dairy substitutes, Milk substitutes, Nuts and their products, Plant-based beverages, Plant-based milk alternatives, Nut-based drinks, Almond-based drinks","France,United Kingdom,en:Ireland",b,67.0,1.0,0.0,"Water, Almonds (Tree Nuts)(2%), Maltodextrin, tricalcium Phosphate, Sea Salt, Stabilisers (E410, E418), Emulsifier (Sunflower Lecithins), Vitamin B12, Vitamin B2,Vitamin D. May contain other nuts.","Vegetarian, Vegan",,b,,Unknown-carton,['en:unknown-carton'],Longlife Almond Drink Unsweetened,0.6,0.1,0.1,"Tesco,Tesco Extra",0.0
[],Zagori,,"Waters,Spring waters,Mineral waters",Greece,not-applicable,,,,Water,,"Kranoula,Ioannina,Greece",a,"Galderimi Kranoula,Greece,Zagorochoria","Plastic, en:Bottle","['en:plastic', 'en:bottle']",Water,,,,,
[],"Tripel Karmeliet,Brouwerij Bosteels",6.8,"Beverages, Alcoholic beverages, Beers, Ales, Lagers, Country specific beers, Abbey ales, Belgian beers, Triple ales","Belgique,France,Italie",c,316.0,0.0,,"Water, barley malt, corn, wheat malt, hop","Not advised for specific people, Belgian Family Brewers, Made in Belgium, Not advised for pregnant women, fr:Conduite véhicule interdite, fr:Consigne, fr:European-beer-star-gold-award, fr:World-beer-awards-world-s-best-ale, fr:World-beer-championships-exceptional, fr:World-beer-cup-gold-medal","Buggenhout,Belgique",not-applicable,,"Metal, Glass, Bottle, Bottle cap, Capsule","['en:metal', 'en:glass', 'en:bottle', 'en:bottle-cap', 'en:capsule']",Tripel Karmeliet,0.7,0.1,0.0,"Monoprix,Magasins U,Carrefour Market,Topbeer, carrefour.fr, Leclerc",0.3
[],Spa,0.0,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles, Boissons sans sucre ajouté","Belgique, France",not-applicable,0.0,0.0,0.0,Eau,,,a,,SPA REINE 1L,['en:spa-reine-1l'],Eau minérale naturelle Reine,0.0,0.0004,0.0,,0.0
[],"Karmeliet, Karmeliet Tripel",,"Boissons, Boissons alcoolisées, Bières, en:Ales, Lagers, en:Country specific beers, Bières d'abbayes, Bières belges, Bière triple","Belgique,France",c,316.0,,,"Eau, _malt d'orge_, _malt de froment_, _froment_, _avoine_, houblon, levure","Déconseillé à certaines catégories de personnes, Fabriqué en Belgique, Non recommandé aux femmes enceintes, Consigne","Brouwerij Bosteels,Kerkstraat 96,9255,Buggenhout,Belgique",not-applicable,,"fr:Bouteille en verre vert, fr:Point vert, en:glass-bottle, en:biodegradable-lid","['en:biodegradable-lid', 'en:glass-bottle', 'fr:bouteille-en-verre-vert', 'fr:point-vert']","Karmeliet, Karmeliet Tripel",,,,"Magasins U,Delhaize,Carrefour, Leclerc",
"['en:e160', 'en:e202', 'en:e330']",Fanta,10.1,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Sodas, Sodas aux fruits, Sodas aux fruits exotiques, Boissons avec sucre ajouté",France,not-applicable,176.0,0.0,0.0,"Eau gazéifiée , sucre , jus à base de concentré (3,4%) : orange (3%), pêche (0,2%), fruit de la passion (0,2%) , extrait d'orange (0,7%) , acidifiant : acide citrique , conservateur : sorbate de potassium , arômes naturels , colorant : carotènes,",,,e,,"Plastique, Bouteille","['en:plastic', 'en:bottle']",Fanta tropical exotic,0.0,0.0,0.0,Super U,10.1
"['en:e150d', 'en:e202', 'en:e211', 'en:e300', 'en:e330']",Antarctica,10.0,"Bevande, Bevande effervescente, Bibite gassate, Bevande zuccherate","Brésil, France, Suisse",not-applicable,170.0,0.0,0.0,"Eau gazéifiée, sucre, acidifiant: acide citrique, extraits de guarana, conservateurs (E211, E202), colorant : caramel (E150d), arômes naturels,antioxydant: acide ascorbique.",Punto Verde,,e,Brésil,"Métal, en:Recyclable Metals, Aluminium, Boîte de conserve ou canette, Canette","['en:metal', 'en:recyclable-metals', 'en:aluminium', 'en:can', 'en:drink-can']",Guaraná,0.0,0.02,0.0,"Casino, Israel",10.0
[],"Compal,SUMOL+COMPAL",4.1,"en:Beverages and beverages preparations,Alimentos e bebidas à base de plantas,Bebidas,Bebidas à base de plantas,Bebidas à base de frutas,Sucos e néctares,Néctares de frutas,Sumos de fruta","Portugal,França",d,76.0,0.5,0.0,"Água, sumo de uva tinta à base de concentrado, sumo de maçã à base de concentrado, sumo de framboesa à base de concentrado, sumo de groselha à base de concentrado, sumo de morango à base de concentrado, sumo de arando à base de concentrado, açúcar, edulcorante (glicosídeos de esteviol).","Baixo ou nenhum açúcar,Pouco açúcar,Sem glúten,Açúcar reduzido,50% menos açúcar,FSC,FSC Misto,Ponto Verde,Com adoçantes,Ecoponto-amarelo,en:Energy reduced",,d,,"Tetra Pak,Tetra Prisma Aseptic,Pacote","['en:multilayer-composite', 'en:tetra-pak', 'en:packet', 'en:tetra-prisma-aseptic']",Compal Vital Equilíbrio Frutos Vermelhos,0.5,0.01,0.1,,3.6
['en:e330'],"Compal,SUMOL+COMPAL",4.1,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Artificially sweetened beverages, Fruit nectars, fr:Pt_pt:Vegetables and derived products, en:mango-nectars","França,Portugal,Luxemburgo",b,74.0,0.5,,"Água, sumos e polpas de manga (21%) e de laranja (19%): à base de concentrados, regulador de acidez: ácido cítrico, antioxidante: ácido ascórbico e edulcorante: glicosídeos de esteviol.","Ponto Verde, Com adoçantes, Ecoponto-amarelo",,d,Portugal,"Compósito de várias camadas,Tetra Pak,Tetra Prisma Aseptic","['en:multilayer-composite', 'en:tetra-pak', 'en:tetra-prisma-aseptic']",Compal Vital Manga Laranja,0.5,0.01,0.1,"Lidl,E.Leclerc,auchan",3.6
[],Super Bock,,"Boissons, Boissons alcoolisées, Bières, Lagers","France, Switzerland, en:portugal",c,,,,"Eau, malt d'_orge_, céréales non-maltées (maïs et _orge_), sirop de glucose, houblon,",,Portugal,not-applicable,,"Verre, Bouteille","['en:glass', 'en:bottle']",Super Bock,,,,,
['en:e330'],Bucovina,4.9,"Băuturi, Apa, Ape aromate",România,not-applicable,90.0,0.0,0.0,"Apa de izvor (sursa: Susur, Vatra Dornei, jud. Suceava), zahar (D), si/sau sirop de glucoza - fructoza (G)*, corector de aciditate: acid citric, arome, suc de piersici (0,1%) obtinut din suc concentrat de piersici, conservanti: sorbat de potasiu si benzoat de sodiu. *D,G - in functie de ingredientul utilizat: vezi inscriptia din partea superioara a ambalajului.",,"Vatra Dornei,Romania",d,Romania,"en:Plastic, PET","['en:plastic', 'en:pet-polyethylene-terephthalate']",Apa fructata,0.0,0.0,0.0,,4.9
[],jannet,0.0,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles, Eau minérale naturelle non gazeuse, Boissons sans sucre ajouté",Tunisia,not-applicable,0.0,0.0,0.0,Eau minérale naturelle,"Point Vert, Tidy man",Tunisie,a,Tunisia,"bouteille PET,bouchon PP","['fr:bouchon-pp', 'fr:bouteille-pet']",Eau minérale naturelle,0.0,0.0065,0.0,,0.0
